Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2020,Italy,ITA,"Russian Federation",RUS,G,N,TA,P,5
2020,Italy,ITA,Switzerland,CHE,G,N,FI,P,7
2020,Italy,ITA,"United States of America",USA,G,N,EO,P,19
2020,Italy,ITA,"United States of America",USA,G,N,IN,C,63
2020,Jamaica,JAM,Canada,CAN,G,A,AR,P,37
2020,Jamaica,JAM,Canada,CAN,G,R,AR,P,9
2020,Jamaica,JAM,Canada,CAN,G,N,FI,P,136
2020,Jamaica,JAM,"Costa Rica",CRI,G,N,FI,P,6
2020,Jamaica,JAM,France,FRA,G,A,AR,P,5
2020,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,13
2020,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,62
2020,Jamaica,JAM,Germany,DEU,G,N,NA,P,10
2020,Jamaica,JAM,Netherlands,NLD,G,N,FI,P,6
2020,Jamaica,JAM,Spain,ESP,G,N,FI,P,7
2020,Jamaica,JAM,Sweden,SWE,G,A,AR,P,8
2020,Jamaica,JAM,Switzerland,CHE,G,N,FI,P,5
2020,Jamaica,JAM,"Trinidad and Tobago",TTO,U,N,FI,P,55
2020,Jamaica,JAM,"United States of America",USA,G,A,AR,P,41
2020,Jamaica,JAM,"United States of America",USA,G,N,EO,P,127
2020,Jamaica,JAM,"United States of America",USA,G,N,IN,C,144
2020,Jordan,JOR,Australia,AUS,G,A,AR,P,9
2020,Jordan,JOR,Australia,AUS,G,N,FI,P,34
2020,Jordan,JOR,Austria,AUT,G,N,FA,P,5
2020,Jordan,JOR,Belgium,BEL,G,N,FI,P,14
2020,Jordan,JOR,Belgium,BEL,G,R,RA,P,5
2020,Jordan,JOR,Brazil,BRA,G,N,FI,P,8
2020,Jordan,JOR,Canada,CAN,G,A,AR,P,45
2020,Jordan,JOR,Canada,CAN,G,N,FI,P,108
2020,Jordan,JOR,Cyprus,CYP,G,N,FI,P,10
2020,Jordan,JOR,Denmark,DNK,G,N,FI,P,5
2020,Jordan,JOR,Ecuador,ECU,G,N,FA,P,5
2020,Jordan,JOR,Ethiopia,ETH,J,N,FI,P,10
2020,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,11
2020,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,81
2020,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2020,Jordan,JOR,Georgia,GEO,G,N,FI,P,56
2020,Jordan,JOR,Germany,DEU,G,N,NA,P,125
2020,Jordan,JOR,Germany,DEU,G,R,RA,P,35
2020,Jordan,JOR,Greece,GRC,G,A,AR,P,6
2020,Jordan,JOR,Greece,GRC,G,N,FI,P,8
2020,Jordan,JOR,Indonesia,IDN,U,N,FI,P,5
2020,Jordan,JOR,Ireland,IRL,G,A,AR,P,8
2020,Jordan,JOR,Ireland,IRL,G,N,FI,P,5
2020,Jordan,JOR,Italy,ITA,G,N,FI,P,8
2020,Jordan,JOR,"Rep. of Korea",KOR,G,N,FA,P,12
2020,Jordan,JOR,Lebanon,LBN,U,N,FI,P,15
2020,Jordan,JOR,Morocco,MAR,U,N,FI,P,5
2020,Jordan,JOR,Netherlands,NLD,G,N,FI,P,55
2020,Jordan,JOR,Netherlands,NLD,G,R,RA,P,14
2020,Jordan,JOR,Portugal,PRT,G,N,FI,P,9
2020,Jordan,JOR,Romania,ROU,G,N,FI,P,5
2020,Jordan,JOR,Spain,ESP,G,N,FI,P,7
2020,Jordan,JOR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,8
2020,Jordan,JOR,Sweden,SWE,G,A,AR,P,142
2020,Jordan,JOR,Sweden,SWE,G,N,FI,P,81
2020,Jordan,JOR,Sweden,SWE,G,R,RA,P,22
2020,Jordan,JOR,Switzerland,CHE,G,N,FI,P,5
2020,Jordan,JOR,"United States of America",USA,G,A,AR,P,182
2020,Jordan,JOR,"United States of America",USA,G,N,EO,P,57
2020,Jordan,JOR,"United States of America",USA,G,N,IN,C,332
2020,Japan,JPN,Australia,AUS,G,N,FI,P,15
2020,Japan,JPN,Belgium,BEL,G,N,FI,P,5
2020,Japan,JPN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2020,Japan,JPN,Sweden,SWE,G,R,RA,P,5
2020,Japan,JPN,"United States of America",USA,G,A,AR,P,5
2020,Japan,JPN,"United States of America",USA,G,N,IN,C,5
2020,Kazakhstan,KAZ,Argentina,ARG,G,N,FI,P,5
2020,Kazakhstan,KAZ,Austria,AUT,G,N,FA,P,7
2020,Kazakhstan,KAZ,Belgium,BEL,G,N,FI,P,11
2020,Kazakhstan,KAZ,Belarus,BLR,G,N,FI,P,8
2020,Kazakhstan,KAZ,Brazil,BRA,G,N,FI,P,5
2020,Kazakhstan,KAZ,Czechia,CZE,G,N,FI,P,22
2020,Kazakhstan,KAZ,Czechia,CZE,G,R,RA,P,13
2020,Kazakhstan,KAZ,France,FRA,G,A,AR,P,126
2020,Kazakhstan,KAZ,France,FRA,G,N,FI,P,196
2020,Kazakhstan,KAZ,France,FRA,G,A,RA,P,10
2020,Kazakhstan,KAZ,France,FRA,G,R,RA,P,16
2020,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2020,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,10
2020,Kazakhstan,KAZ,Georgia,GEO,G,N,FI,P,6
2020,Kazakhstan,KAZ,Germany,DEU,G,N,NA,P,94
2020,Kazakhstan,KAZ,Germany,DEU,G,R,RA,P,18
2020,Kazakhstan,KAZ,Israel,ISR,G,N,FA,P,5
2020,Kazakhstan,KAZ,"Rep. of Korea",KOR,G,N,FA,P,603
2020,Kazakhstan,KAZ,Netherlands,NLD,G,N,FI,P,28
2020,Kazakhstan,KAZ,Poland,POL,G,A,AR,P,23
2020,Kazakhstan,KAZ,Poland,POL,G,N,FI,P,10
2020,Kazakhstan,KAZ,"Russian Federation",RUS,G,N,FI,P,5
2020,Kazakhstan,KAZ,"Russian Federation",RUS,G,N,TA,P,21
2020,Kazakhstan,KAZ,Spain,ESP,G,N,FI,P,24
2020,Kazakhstan,KAZ,Sweden,SWE,G,A,AR,P,272
2020,Kazakhstan,KAZ,Sweden,SWE,G,N,FI,P,167
2020,Kazakhstan,KAZ,Sweden,SWE,G,R,RA,P,46
2020,Kazakhstan,KAZ,Switzerland,CHE,G,N,FI,P,7
2020,Kazakhstan,KAZ,Ukraine,UKR,G,N,FI,P,6
2020,Kazakhstan,KAZ,Ukraine,UKR,G,J,JR,P,5
2020,Kazakhstan,KAZ,"United States of America",USA,G,A,AR,P,179
2020,Kazakhstan,KAZ,"United States of America",USA,G,N,EO,P,33
2020,Kazakhstan,KAZ,"United States of America",USA,G,N,IN,C,596
2020,Kenya,KEN,Australia,AUS,G,A,AR,P,15
2020,Kenya,KEN,Australia,AUS,G,N,FI,P,81
2020,Kenya,KEN,Belgium,BEL,G,N,FI,P,5
2020,Kenya,KEN,Belgium,BEL,G,R,RA,P,5
2020,Kenya,KEN,Brazil,BRA,G,N,FI,P,5
2020,Kenya,KEN,Canada,CAN,G,N,FI,P,110
2020,Kenya,KEN,China,CHN,U,A,AR,P,7
2020,Kenya,KEN,China,CHN,U,N,FI,P,24
2020,Kenya,KEN,Denmark,DNK,G,A,AR,P,5
2020,Kenya,KEN,France,FRA,G,A,AR,P,13
2020,Kenya,KEN,France,FRA,G,N,FI,P,28
2020,Kenya,KEN,France,FRA,G,R,RA,P,5
2020,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,28
2020,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,154
2020,Kenya,KEN,Germany,DEU,G,N,NA,P,152
2020,Kenya,KEN,Germany,DEU,G,R,RA,P,19
2020,Kenya,KEN,Guinea,GIN,G,N,FI,P,6
2020,Kenya,KEN,India,IND,U,N,FI,P,15
2020,Kenya,KEN,Ireland,IRL,G,N,FI,P,5
2020,Kenya,KEN,Israel,ISR,G,N,FA,P,5
2020,Kenya,KEN,Italy,ITA,G,N,FI,P,5
2020,Kenya,KEN,"Rep. of Korea",KOR,G,N,FA,P,29
2020,Kenya,KEN,Lebanon,LBN,U,N,FI,P,5
2020,Kenya,KEN,Netherlands,NLD,G,N,FI,P,12
2020,Kenya,KEN,"South Africa",ZAF,G,N,FI,P,11
2020,Kenya,KEN,Spain,ESP,G,N,FI,P,6
2020,Kenya,KEN,Sweden,SWE,G,A,AR,P,36
2020,Kenya,KEN,Sweden,SWE,G,N,FI,P,28
2020,Kenya,KEN,Sweden,SWE,G,R,RA,P,7
2020,Kenya,KEN,Switzerland,CHE,G,N,FI,P,5
2020,Kenya,KEN,"United States of America",USA,G,A,AR,P,93
2020,Kenya,KEN,"United States of America",USA,G,N,EO,P,81
2020,Kenya,KEN,"United States of America",USA,G,N,IN,C,1074
2020,Kyrgyzstan,KGZ,Austria,AUT,G,N,FA,P,8
2020,Kyrgyzstan,KGZ,Belgium,BEL,G,N,FI,P,11
2020,Kyrgyzstan,KGZ,Belgium,BEL,G,R,RA,P,6
2020,Kyrgyzstan,KGZ,Cyprus,CYP,G,N,FI,P,5
2020,Kyrgyzstan,KGZ,Czechia,CZE,G,N,FI,P,11
2020,Kyrgyzstan,KGZ,Czechia,CZE,G,R,RA,P,5
2020,Kyrgyzstan,KGZ,France,FRA,G,A,AR,P,5
2020,Kyrgyzstan,KGZ,France,FRA,G,N,FI,P,55
2020,Kyrgyzstan,KGZ,France,FRA,G,R,RA,P,5
2020,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,12
2020,Kyrgyzstan,KGZ,Germany,DEU,G,N,NA,P,70
2020,Kyrgyzstan,KGZ,Germany,DEU,G,R,RA,P,13
2020,Kyrgyzstan,KGZ,Israel,ISR,G,N,FA,P,5
2020,Kyrgyzstan,KGZ,Italy,ITA,G,A,FI,P,5
2020,Kyrgyzstan,KGZ,Italy,ITA,G,N,FI,P,34
2020,Kyrgyzstan,KGZ,"Rep. of Korea",KOR,G,N,FA,P,41
2020,Kyrgyzstan,KGZ,Lithuania,LTU,G,N,FI,P,6
2020,Kyrgyzstan,KGZ,Mexico,MEX,G,N,FI,P,5
2020,Kyrgyzstan,KGZ,Norway,NOR,G,A,AR,P,6
2020,Kyrgyzstan,KGZ,Poland,POL,G,A,AR,P,41
2020,Kyrgyzstan,KGZ,Poland,POL,G,N,FI,P,5
2020,Kyrgyzstan,KGZ,"Russian Federation",RUS,G,N,FI,P,5
2020,Kyrgyzstan,KGZ,"Russian Federation",RUS,G,N,TA,P,14
2020,Kyrgyzstan,KGZ,Sweden,SWE,G,A,AR,P,126
2020,Kyrgyzstan,KGZ,Sweden,SWE,G,N,FI,P,134
2020,Kyrgyzstan,KGZ,Sweden,SWE,G,R,RA,P,31
2020,Kyrgyzstan,KGZ,Ukraine,UKR,G,N,FI,P,5
2020,Kyrgyzstan,KGZ,"United States of America",USA,G,A,AR,P,113
2020,Kyrgyzstan,KGZ,"United States of America",USA,G,N,EO,P,44
2020,Kyrgyzstan,KGZ,"United States of America",USA,G,N,IN,C,318
2020,"Rep. of Korea",KOR,Australia,AUS,G,A,AR,P,24
2020,"Rep. of Korea",KOR,Australia,AUS,G,N,FI,P,51
2020,"Rep. of Korea",KOR,Brazil,BRA,G,N,FI,P,25
2020,"Rep. of Korea",KOR,Germany,DEU,G,N,NA,P,7
2020,"Rep. of Korea",KOR,Sweden,SWE,G,A,AR,P,5
2020,"Rep. of Korea",KOR,Switzerland,CHE,G,N,FI,P,5
2020,"Rep. of Korea",KOR,"United States of America",USA,G,A,AR,P,17
2020,"Rep. of Korea",KOR,"United States of America",USA,G,N,EO,P,25
2020,"Rep. of Korea",KOR,"United States of America",USA,G,N,IN,C,20
2020,"Dem. People's Rep. of Korea",PRK,Australia,AUS,G,A,AR,P,8
2020,"Dem. People's Rep. of Korea",PRK,Canada,CAN,G,R,AR,P,8
2020,"Dem. People's Rep. of Korea",PRK,Canada,CAN,G,N,FI,P,6
2020,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2020,"Dem. People's Rep. of Korea",PRK,"Russian Federation",RUS,G,N,TA,P,14
2020,Kuwait,KWT,Austria,AUT,G,N,FA,P,16
2020,Kuwait,KWT,Canada,CAN,G,N,FI,P,26
2020,Kuwait,KWT,Finland,FIN,G,N,FI,P,5
2020,Kuwait,KWT,France,FRA,G,A,AR,P,86
2020,Kuwait,KWT,France,FRA,G,N,FI,P,140
2020,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,17
2020,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,290
2020,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2020,Kuwait,KWT,Germany,DEU,G,N,NA,P,19
2020,Kuwait,KWT,Greece,GRC,G,N,FI,P,17
2020,Kuwait,KWT,Ireland,IRL,G,A,AR,P,5
2020,Kuwait,KWT,Iraq,IRQ,U,N,FI,P,44
2020,Kuwait,KWT,Netherlands,NLD,G,N,FI,P,8
2020,Kuwait,KWT,Romania,ROU,G,N,FI,P,5
2020,Kuwait,KWT,Sweden,SWE,G,A,AR,P,5
2020,Kuwait,KWT,Sweden,SWE,G,R,RA,P,5
2020,Kuwait,KWT,"United States of America",USA,G,A,AR,P,11
2020,Kuwait,KWT,"United States of America",USA,G,N,IN,C,14
2020,"Lao People's Dem. Rep.",LAO,Australia,AUS,G,N,FI,P,90
2020,"Lao People's Dem. Rep.",LAO,France,FRA,G,A,AR,P,5
2020,"Lao People's Dem. Rep.",LAO,Thailand,THA,U,N,FI,P,5
2020,"Lao People's Dem. Rep.",LAO,"United States of America",USA,G,A,AR,P,17
2020,"Lao People's Dem. Rep.",LAO,"United States of America",USA,G,N,EO,P,22
2020,"Lao People's Dem. Rep.",LAO,"United States of America",USA,G,N,IN,C,23
2020,Liberia,LBR,Algeria,DZA,U,N,FI,P,19
2020,Liberia,LBR,Australia,AUS,G,A,AR,P,5
2020,Liberia,LBR,Belgium,BEL,G,N,FI,P,10
2020,Liberia,LBR,Belgium,BEL,G,R,RA,P,8
2020,Liberia,LBR,Canada,CAN,G,N,FI,P,50
2020,Liberia,LBR,China,CHN,U,A,AR,P,5
2020,Liberia,LBR,China,CHN,U,N,FI,P,5
2020,Liberia,LBR,Cyprus,CYP,G,N,FI,P,5
2020,Liberia,LBR,France,FRA,G,A,AR,P,10
2020,Liberia,LBR,France,FRA,G,N,FI,P,45
2020,Liberia,LBR,France,FRA,G,A,RA,P,5
2020,Liberia,LBR,France,FRA,G,R,RA,P,6
2020,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2020,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,11
2020,Liberia,LBR,Germany,DEU,G,N,NA,P,70
2020,Liberia,LBR,Germany,DEU,G,R,RA,P,10
2020,Liberia,LBR,Guinea,GIN,G,N,FI,P,87
2020,Liberia,LBR,India,IND,U,N,FI,P,5
2020,Liberia,LBR,Italy,ITA,G,A,FI,P,5
2020,Liberia,LBR,Italy,ITA,G,N,FI,P,19
2020,Liberia,LBR,"Rep. of Korea",KOR,G,N,FA,P,61
2020,Liberia,LBR,Mauritania,MRT,U,A,AR,P,5
2020,Liberia,LBR,Mauritania,MRT,U,N,FI,P,5
2020,Liberia,LBR,Morocco,MAR,U,N,FI,P,24
2020,Liberia,LBR,Netherlands,NLD,G,N,FI,P,11
2020,Liberia,LBR,Niger,NER,G,N,FI,P,5
2020,Liberia,LBR,Senegal,SEN,G,N,FA,P,5
2020,Liberia,LBR,Spain,ESP,G,N,FI,P,6
2020,Liberia,LBR,Sweden,SWE,G,A,AR,P,11
2020,Liberia,LBR,Sweden,SWE,G,N,FI,P,5
2020,Liberia,LBR,Sweden,SWE,G,R,RA,P,6
2020,Liberia,LBR,Togo,TGO,G,A,AR,P,6
2020,Liberia,LBR,Tunisia,TUN,U,N,FI,P,31
2020,Liberia,LBR,"United States of America",USA,G,A,AR,P,79
2020,Liberia,LBR,"United States of America",USA,G,N,EO,P,45
2020,Liberia,LBR,"United States of America",USA,G,N,IN,C,131
2020,Libya,LBY,Algeria,DZA,U,N,FI,P,5
2020,Libya,LBY,Australia,AUS,G,N,FI,P,6
2020,Libya,LBY,Austria,AUT,G,N,FA,P,96
2020,Libya,LBY,Belgium,BEL,G,N,FI,P,89
2020,Libya,LBY,Belgium,BEL,G,R,RA,P,9
2020,Libya,LBY,Brazil,BRA,G,N,FI,P,6
2020,Libya,LBY,Bulgaria,BGR,G,NR,FA,P,14
2020,Libya,LBY,Canada,CAN,G,A,AR,P,21
2020,Libya,LBY,Canada,CAN,G,N,FI,P,74
2020,Libya,LBY,Chad,TCD,G,N,FA,P,9
2020,Libya,LBY,Czechia,CZE,G,N,FI,P,6
2020,Libya,LBY,Denmark,DNK,G,N,FI,P,14
2020,Libya,LBY,Finland,FIN,G,N,FI,P,5
2020,Libya,LBY,France,FRA,G,A,AR,P,126
2020,Libya,LBY,France,FRA,G,N,FI,P,351
2020,Libya,LBY,France,FRA,G,A,RA,P,12
2020,Libya,LBY,France,FRA,G,R,RA,P,16
2020,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,8
2020,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,582
2020,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2020,Libya,LBY,Germany,DEU,G,N,NA,P,537
2020,Libya,LBY,Germany,DEU,G,R,RA,P,72
2020,Libya,LBY,Greece,GRC,G,A,AR,P,8
2020,Libya,LBY,Greece,GRC,G,N,FI,P,50
2020,Libya,LBY,Croatia,HRV,G,N,FI,P,5
2020,Libya,LBY,Iceland,ISL,G,A,AR,P,6
2020,Libya,LBY,Iceland,ISL,G,N,FI,P,8
2020,Libya,LBY,India,IND,U,N,FI,P,5
2020,Libya,LBY,Indonesia,IDN,U,N,FI,P,5
2020,Libya,LBY,Ireland,IRL,G,N,FI,P,12
2020,Libya,LBY,Italy,ITA,G,N,FI,P,228
2020,Libya,LBY,"Rep. of Korea",KOR,G,N,FA,P,35
2020,Libya,LBY,Lebanon,LBN,U,N,FI,P,7
2020,Libya,LBY,Luxembourg,LUX,G,N,FI,P,8
2020,Libya,LBY,Mauritania,MRT,U,N,FI,P,16
2020,Libya,LBY,Montenegro,MNE,G,N,FA,P,5
2020,Libya,LBY,Morocco,MAR,U,N,FI,P,7
2020,Libya,LBY,Malta,MLT,G,N,FI,P,47
2020,Libya,LBY,Netherlands,NLD,G,N,FI,P,188
2020,Libya,LBY,Netherlands,NLD,G,R,RA,P,27
2020,Libya,LBY,Norway,NOR,G,A,AR,P,5
2020,Libya,LBY,Norway,NOR,G,N,FI,P,7
2020,Libya,LBY,Philippines,PHL,G,N,FA,P,5
2020,Libya,LBY,Poland,POL,G,N,FI,P,6
2020,Libya,LBY,Romania,ROU,G,N,FI,P,43
2020,Libya,LBY,Spain,ESP,G,N,FI,P,23
2020,Libya,LBY,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,93
2020,Libya,LBY,Slovakia,SVK,G,N,FI,P,11
2020,Libya,LBY,Slovenia,SVN,G,N,FI,P,14
2020,Libya,LBY,Sweden,SWE,G,A,AR,P,31
2020,Libya,LBY,Sweden,SWE,G,N,FI,P,28
2020,Libya,LBY,Sweden,SWE,G,R,RA,P,23
2020,Libya,LBY,Switzerland,CHE,G,N,FI,P,131
2020,Libya,LBY,Switzerland,CHE,G,R,RA,P,6
2020,Libya,LBY,Tunisia,TUN,U,N,FI,P,122
2020,Libya,LBY,"United States of America",USA,G,A,AR,P,45
2020,Libya,LBY,"United States of America",USA,G,N,EO,P,14
2020,Libya,LBY,"United States of America",USA,G,N,IN,C,60
2020,"Saint Lucia",LCA,Canada,CAN,G,N,FI,P,7
2020,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,26
2020,Lebanon,LBN,Armenia,ARM,G,N,FI,P,23
2020,Lebanon,LBN,Australia,AUS,G,A,AR,P,199
2020,Lebanon,LBN,Australia,AUS,G,N,FI,P,168
2020,Lebanon,LBN,Austria,AUT,G,N,FA,P,27
2020,Lebanon,LBN,Belgium,BEL,G,N,FI,P,59
2020,Lebanon,LBN,Belgium,BEL,G,R,RA,P,36
2020,Lebanon,LBN,Belarus,BLR,G,N,FI,P,5
2020,Lebanon,LBN,Brazil,BRA,G,N,FI,P,102
2020,Lebanon,LBN,Bulgaria,BGR,G,NR,FA,P,11
2020,Lebanon,LBN,Canada,CAN,G,R,AR,P,5
2020,Lebanon,LBN,Canada,CAN,G,N,FI,P,190
2020,Lebanon,LBN,"Dem. Rep. of the Congo",COD,G,N,FI,P,5
2020,Lebanon,LBN,Cyprus,CYP,G,N,FI,P,34
2020,Lebanon,LBN,Denmark,DNK,G,A,AR,P,7
2020,Lebanon,LBN,Denmark,DNK,G,N,FI,P,9
2020,Lebanon,LBN,Ecuador,ECU,G,N,FA,P,5
2020,Lebanon,LBN,Finland,FIN,G,N,FI,P,5
2020,Lebanon,LBN,France,FRA,G,A,AR,P,64
2020,Lebanon,LBN,France,FRA,G,N,FI,P,176
2020,Lebanon,LBN,France,FRA,G,A,RA,P,5
2020,Lebanon,LBN,France,FRA,G,R,RA,P,13
2020,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,9
2020,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,78
2020,Lebanon,LBN,Georgia,GEO,G,N,FI,P,20
2020,Lebanon,LBN,Germany,DEU,G,N,NA,P,535
2020,Lebanon,LBN,Germany,DEU,G,R,RA,P,159
2020,Lebanon,LBN,Greece,GRC,G,A,AR,P,18
2020,Lebanon,LBN,Greece,GRC,G,N,FI,P,50
2020,Lebanon,LBN,Greece,GRC,G,R,RA,P,5
2020,Lebanon,LBN,Ireland,IRL,G,N,FI,P,5
2020,Lebanon,LBN,Italy,ITA,G,A,FI,P,14
2020,Lebanon,LBN,Italy,ITA,G,N,FI,P,12
2020,Lebanon,LBN,Jordan,JOR,U,A,AR,P,5
2020,Lebanon,LBN,Luxembourg,LUX,G,N,FI,P,5
2020,Lebanon,LBN,Morocco,MAR,U,N,FI,P,13
2020,Lebanon,LBN,Netherlands,NLD,G,N,FI,P,88
2020,Lebanon,LBN,Netherlands,NLD,G,R,RA,P,5
2020,Lebanon,LBN,Nigeria,NGA,G,N,FI,P,11
2020,Lebanon,LBN,Norway,NOR,G,N,FI,P,5
2020,Lebanon,LBN,Philippines,PHL,G,N,FA,P,8
2020,Lebanon,LBN,Poland,POL,G,A,AR,P,5
2020,Lebanon,LBN,Poland,POL,G,N,FI,P,5
2020,Lebanon,LBN,Romania,ROU,G,N,FI,P,5
2020,Lebanon,LBN,Spain,ESP,G,N,FI,P,37
2020,Lebanon,LBN,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,12
2020,Lebanon,LBN,Sweden,SWE,G,A,AR,P,204
2020,Lebanon,LBN,Sweden,SWE,G,N,FI,P,96
2020,Lebanon,LBN,Sweden,SWE,G,R,RA,P,65
2020,Lebanon,LBN,Switzerland,CHE,G,N,FI,P,10
2020,Lebanon,LBN,Switzerland,CHE,G,R,RA,P,9
2020,Lebanon,LBN,Togo,TGO,G,N,FI,P,8
2020,Lebanon,LBN,Tunisia,TUN,U,N,FI,P,19
2020,Lebanon,LBN,Ukraine,UKR,G,N,FI,P,6
2020,Lebanon,LBN,Ukraine,UKR,G,J,JR,P,5
2020,Lebanon,LBN,"United States of America",USA,G,A,AR,P,71
2020,Lebanon,LBN,"United States of America",USA,G,N,EO,P,24
2020,Lebanon,LBN,"United States of America",USA,G,N,IN,C,220
2020,Liechtenstein,LIE,Italy,ITA,G,N,FI,P,6
2020,"Sri Lanka",LKA,Australia,AUS,G,A,AR,P,389
2020,"Sri Lanka",LKA,Australia,AUS,G,N,FI,P,534
2020,"Sri Lanka",LKA,Austria,AUT,G,N,FA,P,23
2020,"Sri Lanka",LKA,Belgium,BEL,G,N,FI,P,12
2020,"Sri Lanka",LKA,Belgium,BEL,G,R,RA,P,51
2020,"Sri Lanka",LKA,Brazil,BRA,G,N,FI,P,15
2020,"Sri Lanka",LKA,Canada,CAN,G,A,AR,P,47
2020,"Sri Lanka",LKA,Canada,CAN,G,R,AR,P,8
2020,"Sri Lanka",LKA,Canada,CAN,G,N,FI,P,267
2020,"Sri Lanka",LKA,Cyprus,CYP,G,N,FI,P,112
2020,"Sri Lanka",LKA,Denmark,DNK,G,A,AR,P,5
2020,"Sri Lanka",LKA,Denmark,DNK,G,N,FI,P,7
2020,"Sri Lanka",LKA,Ecuador,ECU,G,N,FA,P,5
2020,"Sri Lanka",LKA,Finland,FIN,G,N,FI,P,5
2020,"Sri Lanka",LKA,Finland,FIN,G,R,RA,P,10
2020,"Sri Lanka",LKA,France,FRA,G,A,AR,P,828
2020,"Sri Lanka",LKA,France,FRA,G,N,FI,P,1219
2020,"Sri Lanka",LKA,France,FRA,G,A,RA,P,255
2020,"Sri Lanka",LKA,France,FRA,G,R,RA,P,456
2020,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,143
2020,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,402
2020,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,9
2020,"Sri Lanka",LKA,Georgia,GEO,G,N,FI,P,5
2020,"Sri Lanka",LKA,Germany,DEU,G,N,NA,P,177
2020,"Sri Lanka",LKA,Germany,DEU,G,R,RA,P,36
2020,"Sri Lanka",LKA,Greece,GRC,G,A,AR,P,10
2020,"Sri Lanka",LKA,Greece,GRC,G,N,FI,P,69
2020,"Sri Lanka",LKA,Indonesia,IDN,U,A,AR,P,5
2020,"Sri Lanka",LKA,Indonesia,IDN,U,N,FI,P,33
2020,"Sri Lanka",LKA,Israel,ISR,G,N,FA,P,134
2020,"Sri Lanka",LKA,Italy,ITA,G,N,FI,P,82
2020,"Sri Lanka",LKA,"Rep. of Korea",KOR,G,N,FA,P,105
2020,"Sri Lanka",LKA,Lebanon,LBN,U,A,AR,P,5
2020,"Sri Lanka",LKA,Lebanon,LBN,U,N,FI,P,5
2020,"Sri Lanka",LKA,Lithuania,LTU,G,N,FI,P,5
2020,"Sri Lanka",LKA,Luxembourg,LUX,G,N,FI,P,5
2020,"Sri Lanka",LKA,Malaysia,MYS,U,N,FI,P,58
2020,"Sri Lanka",LKA,Netherlands,NLD,G,N,FI,P,22
2020,"Sri Lanka",LKA,Netherlands,NLD,G,R,RA,P,20
2020,"Sri Lanka",LKA,Norway,NOR,G,A,AR,P,10
2020,"Sri Lanka",LKA,Norway,NOR,G,N,FI,P,7
2020,"Sri Lanka",LKA,"New Zealand",NZL,G,N,FI,P,25
2020,"Sri Lanka",LKA,Poland,POL,G,A,AR,P,5
2020,"Sri Lanka",LKA,Poland,POL,G,N,FI,P,9
2020,"Sri Lanka",LKA,Romania,ROU,G,N,FI,P,75
2020,"Sri Lanka",LKA,Spain,ESP,G,N,FI,P,5
